Products,ADM2,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Эрдэнэсант,"8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,500.","8,666.67","8,666.67","8,666.67","8,500.","8,500.","8,500.","8,500.","8,500.","8,833.33","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,500.","8,500.","8,500.","8,500.","9,167.","9,167.","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,500.","9,500.","9,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Алтанбулаг,"7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.33","8,833.33","9,000.","9,000.","9,000.","9,333.33","9,000.","9,000.","9,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Баянгол,"8,033.33","8,033.33","8,033.33","8,033.33","8,033.33","8,033.33","8,033.33","8,033.33","8,300.","8,300.","8,300.","8,300.","8,300.","8,300.","8,300.","8,400.","8,300.","8,600.","8,600.","8,600.","8,600.","8,600.","8,300.","8,300.","8,300.","8,300.","8,300.","8,300.","8,567.","8,566.67","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,567.","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","9,000.","9,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Ерөө,"7,500.","7,500.","5,533.33","5,600.","5,600.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,833.33","9,833.33","9,666.67","8,750.","8,500.","8,500.","8,666.67","8,666.67","8,666.67","8,500.","8,500.","8,500.","8,333.33","8,333.","8,666.67","8,666.67","8,750.","8,667.","8,500.","8,500.","8,500.","8,500.","8,600.","10,000.","10,000.","10,167.","10,500.","10,333.","10,333.","11,000.","10,333.","10,333.33","10,333.33","10,333.33","9,500.","9,500.","9,000.","9,500.","11,500.","11,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Мандал,"7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","8,000.","8,000.","8,000.","8,333.33","8,333.33","8,333.33","8,333.","8,333.33","8,333.33","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Сайхан,"8,066.67","8,066.67","8,066.67","9,933.33","9,933.33","7,633.33","7,633.33","7,633.33","7,633.33","7,633.33","7,566.67","7,566.67","7,566.67","7,566.67","7,566.67","8,566.67","8,600.","8,533.33","8,533.33","8,533.33","8,366.67","8,366.67","8,366.67","8,366.67","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,567.","8,567.","8,567.","8,567.","8,567.","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67","8,566.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Цагааннуур,"7,700.","7,700.","7,700.","7,700.","7,700.","7,766.67","7,766.67","7,766.67","7,766.67","7,766.67","7,766.67","7,766.67","8,000.","8,000.","8,000.","8,000.","8,000.","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.33","8,333.","8,333.33","8,333.33","8,333.","8,333.","8,333.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,667.","8,667.","8,667.","8,667.","8,667.","8,666.67","8,666.67","8,666.67","8,666.67","8,666.67","8,500.",,"10,000.","10,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Шаамар,"7,666.67","7,000.","9,166.67","8,000.","8,000.","8,166.67","8,166.67","8,166.67","9,333.33","8,166.67","9,333.33","9,333.33","9,333.33","11,500.","9,333.33","9,333.33","9,333.33","9,333.33","9,333.33","11,333.33","9,500.","9,333.33","9,833.33","9,333.33","9,833.","9,833.33","9,833.33","8,333.",,,,"47,833.",,"47,833.","47,833.","47,833.","47,833.","47,833.","47,833.","47,833.","47,833.","47,833.","47,833.33","47,833.33","9,333.33","6,833.33","9,333.33","9,833.33","13,000.","13,000.","13,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Айраг,"7,900.","7,900.","7,900.","7,900.","7,900.","8,233.","8,233.","8,233.","8,166.67","8,166.67","8,166.67","8,166.67","8,500.","8,667.","8,667.","8,667.","8,667.","8,667.","8,667.","8,667.","8,666.67","8,666.67","8,666.67","8,666.67","8,666.7","8,766.67","8,766.67","8,767.","8,767.","8,767.","8,767.","8,767.","8,933.","9,000.","9,067.","9,000.","9,067.","9,067.","9,067.","9,233.","9,233.","9,233.","9,233.33","9,333.33","9,333.33","9,400.","9,233.33","9,233.33","9,233.33","9,666.67","9,666.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Даланжаргалан,"8,000.","8,000.","8,000.","8,000.","8,000.",,"8,000.","8,000.","8,000.","8,000.","8,000.","8,000.",,,,"8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,750.","8,750.","8,750.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750.","9,750."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Замын-Үүд,"6,250.","8,567.","8,400.","8,400.","8,400.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,500.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,166.67","9,166.67","9,167.","9,167.","9,166.67","9,166.67","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,167.","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Хатанбулаг,"8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","9,000.","9,000.","4,500.","4,500.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,000.","9,000.","9,000.","9,000.","9,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Эрдэнэ,"7,833.","7,833.","7,833.","7,833.","7,833.","7,833.","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,833.33","7,833.","7,833.","8,000.","8,000.","8,250.","8,250.","8,250.",,"8,333.33","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,600.","8,600.","8,600.","8,600.","8,667.","8,667.","8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","9,066.67","9,066.67","9,066.67","8,800.","8,966.67","8,966.67","8,966.67","8,966.67","8,966.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Гурвантэс,"7,500.","7,500.","5,266.67","5,266.67","5,266.67","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,833.33","8,500.","8,500.","8,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Манлай,"8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.",,"9,000.","9,000.","9,000.","8,500.","9,000.",,"9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,500.","9,500.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,400.","9,400.","9,400.","9,400.","9,600.","9,600.","9,500.","9,500.","9,500.","9,500.","9,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Номгон,"7,500.","7,500.","7,500.","7,500.","7,800.","7,800.","7,800.","7,800.","7,800.","7,800.","7,800.","7,800.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.",,"8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","9,000.","9,000.","9,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Ханбогд,"10,666.67","10,666.67","10,666.67","10,833.33","10,833.33","8,266.67","8,266.67","8,267.","8,267.","8,266.67","8,266.67","8,266.67","8,266.67","8,266.67","8,266.67","8,266.67","8,266.67","8,266.67","8,266.67","9,000.","8,267.","9,100.","9,100.","9,100.","9,000.","9,100.","9,433.33",,,"9,300.",,"9,700.","9,700.","9,700.","9,700.","9,700.","9,700.","9,700.","9,667.",,"9,667.","9,667.","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Ханхонгор,"8,000.","8,166.67","8,166.67","8,166.67","8,166.67","8,166.67","8,166.67","8,166.67","8,333.33","8,333.33","8,333.33","8,333.33","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.",,"8,500.","8,500.","8,500.","8,500.","8,833.","8,833.33","8,833.33","8,833.","8,833.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","8,833.","9,000.","9,000.","9,000.","9,000.","9,000.","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67",,,
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Цогтцэций,"8,566.67","7,500.","8,233.3","8,166.67","8,366.67","8,466.67","8,466.67","7,800.","8,400.","8,500.","5,250.","8,433.33","9,766.67","9,833.33","8,933.3","7,866.67","5,933.33","5,933.33","8,766.67","8,766.67","8,600.","8,600.","8,600.","8,766.67","8,567.","8,566.67",,,,"8,967.",,"8,767.","8,767.",,"8,933.","8,767.","8,767.","8,950.","8,733.","8,833.","9,133.","9,133.","9,133.33","9,133.33","9,100.","9,100.","8,966.67","8,966.67","8,966.67","8,966.67","8,966.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Адаацаг,"8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,500.","8,500.","8,500.","8,500.","8,167.","8,167.","8,667.","8,667.","8,666.7","8,333.3","8,333.3","8,333.3","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.33","9,000.","9,000.","9,000.","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Өлзийт,"8,500.","8,500.","8,700.","8,700.","8,700.","8,700.","8,700.","8,700.","8,700.","8,700.","8,700.","8,700.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,800.","9,800.","9,650.","9,650.","9,800.","9,800.","9,800.","9,800.","9,800.","9,650.","9,650.","9,650.","9,800.","9,800.","9,900.","9,900.","9,900.","9,900.","9,900.","9,900.","9,900.","9,500.","9,500.","9,000.","9,000.","9,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Сайхан-Овоо,"7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,767.","8,767.","8,766.67","8,766.67","8,766.67","8,766.67","8,766.67","8,766.67","8,766.67","8,766.67","8,766.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Эрдэнэдалай,"8,000.","8,000.","8,000.","8,000.","8,000.","7,733.","7,733.","7,733.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,500.","8,500.","8,333.","8,500.","8,500.","8,500.","8,166.7","8,166.67","8,333.3","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","8,833.","8,750.","8,750.","9,333.","9,167.","9,000.","9,167.","9,000.","9,000.","9,166.67","9,166.67","9,000.","9,166.67","9,166.67","9,166.67","9,666.67","9,666.67","9,666.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Баяндун,"8,833.","9,000.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,600.","9,000.","9,000.","9,000.","9,600.","9,600.","9,000.","9,000.","9,000.","9,167.","9,500.","9,667.","9,266.67","9,666.67","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,666.67","10,666.67","11,000.","11,000.","11,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Баян-Уул,"9,833.","9,667.","9,767.","9,767.","9,767.","9,833.","9,767.","9,767.","9,767.","9,766.67","9,766.67","9,766.67","9,767.","10,000.","10,000.","10,000.","10,000.","9,767.","10,000.","10,000.","10,000.","10,000.","9,833.","10,000.","10,667.","10,666.67","10,666.67","10,667.","10,000.","10,667.","10,667.","10,667.","10,667.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,333.","10,333.","10,333.","10,333.33","10,333.33","10,333.33","10,333.33","10,666.67","10,666.67","10,666.67","10,833.33","10,833.33"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Дашбалбар,"9,000.","9,000.","9,700.","9,700.","9,800.","9,800.","9,867.","9,867.","9,867.","9,866.67","9,866.67","9,866.67","9,867.","10,000.","10,000.","10,000.","10,000.","9,867.","10,000.","10,000.","10,000.","10,000.","9,500.","9,500.","11,500.","11,500.","12,500.","12,500.","12,500.","12,500.","12,500.","12,500.","12,500.","12,500.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,667.","10,667.","10,666.67","10,666.67","10,000.","10,666.67","10,666.67","10,666.67","11,000.","10,000.","10,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Халхгол,"9,000.","9,000.","9,933.","9,933.","9,933.","9,933.","9,933.","9,933.","9,933.","9,933.33","9,933.33","9,933.33","9,933.","9,933.","9,333.","9,333.","9,333.","9,933.","9,933.","9,333.","9,333.","9,333.","9,333.","9,333.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,250.","9,667.","9,667.","10,000.","10,000.","10,000.","10,667.","10,667.","10,667.","10,667.","10,666.67","10,666.67","10,666.67","10,666.67","11,000.","11,000.","11,000.","11,000.","11,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Цагаан-Овоо,"8,800.","8,800.","8,800.","8,800.","8,800.","8,800.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","8,900.","9,150.","9,267.","9,266.67","9,266.67","10,333.","10,333.","10,333.","10,333.","10,333.","10,333.","10,833.","10,833.","10,833.","10,833.","10,833.","10,500.","10,600.","10,600.","10,600.","11,066.67","11,066.67","11,066.67","11,066.67","11,066.67","11,066.67","11,066.67","11,066.67","11,066.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Баяндэлгэр,"7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","7,666.67","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,833.33","8,833.33","8,833.33","9,500.","9,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Мөнххаан,"8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,500.","9,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Онгон,"8,000.","8,000.","8,333.33","8,500.","8,277.78","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Эрдэнэцагаан,"7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","7,833.33","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","9,000.","9,000.","9,000.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Батноров,"8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,166.67","8,166.67","8,166.67","8,166.67","8,166.67","8,166.67","9,000.","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,167.","11,666.67","11,666.67","11,667.","9,333.",,"10,500.","11,667.","9,333.","9,333.","9,333.","9,333.","11,667.","11,667.","9,833.","9,833.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","9,666.67","9,500.","9,333.33","9,500.","9,500."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Биндэр,"8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","8,833.33","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,500.","9,000.","9,000.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,667.","9,667.","9,666.67","9,667.","9,667.","9,667.","9,667.","9,667.","9,667.","9,667.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Дадал,"9,333.","9,333.","9,333.","9,333.","9,333.","9,333.","9,333.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","9,500.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","10,500.","11,250.","11,250."
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Өмнөдэлгэр,"8,100.","8,100.","8,250.","8,250.","8,250.","8,250.","8,250.","8,250.","8,300.","8,300.","8,300.","8,300.","8,550.","8,550.","8,550.","9,000.","9,000.","9,000.","9,000.","8,800.","8,800.","8,800.","8,800.","8,800.","9,100.","8,600.","9,800.","9,300.","9,300.",,,"9,100.","9,300.","9,800.","9,800.","9,800.","9,400.","9,400.","9,400.","9,467.","9,450.","9,450.","9,500.","9,500.","9,500.","9,500.","9,700.","9,450.",,,
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Бор-Өндөр,"8,000.","8,000.","8,833.","8,833.","8,833.","8,833.","8,833.","8,833.","8,167.","8,000.","8,000.","8,000.","8,000.","8,300.","8,300.","8,400.","8,400.","8,400.","8,200.","8,400.","8,400.","8,400.","8,400.","8,400.","8,400.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","8,600.","9,800.","9,800.","8,667.","8,667.","9,067.","9,067.","9,067.","9,067.","9,066.67","9,066.67","9,066.67","9,066.67","9,066.67","9,066.67","9,066.67","9,066.67","9,066.67"
"Цагаан архи, 0.5 л, Ерөөл, АПУ ХК",Бэрх,"7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","9,000.","9,000.","9,000.","9,000.","8,500.","8,500.","9,500.","11,666.67","11,666.67","11,666.67","11,667.","11,666.67","11,666.67","11,667.","9,333.",,"10,500.","11,667.","9,333.","9,333.","9,333.","9,333.","11,667.","11,667.","9,833.","9,833.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","9,666.67","9,500.","9,333.33","9,500.","9,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Алдархаан,"1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,733.33","1,733.33","1,733.33","1,733.33","1,800.","2,000.","2,000.","2,000.","2,000.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,433.","2,500.","2,200.","2,500.","2,500.","2,500.","2,500.","2,500.",,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Баянтэс,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,833.33","1,833.33","1,866.67","1,866.67","1,933.33","1,933.33","1,933.33","1,933.33","1,933.","1,933.33","1,933.","1,933.33","1,933.33","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Их-Уул,"1,633.","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.","1,633.33","1,633.33","1,766.67","1,766.67","1,766.67","1,766.67","1,766.67","1,766.67","1,766.67","1,867.","1,866.67","1,867.","1,866.67","1,866.67","1,867.","1,867.","1,867.","1,867.","1,867.","1,867.","1,867.","2,033.","2,033.","2,033.","2,033.","2,100.","2,100.","2,100.","2,100.","2,200.","2,200.","1,900.","2,233.33","2,166.67","2,433.33","2,433.33","2,433.33","2,433.33"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Отгон,"1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,100.","2,100.","2,100.","2,100.","2,100.","2,100.","2,100.","2,100.","2,100.","2,200.","2,200.","2,200."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Тосонцэнгэл,"1,533.","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.","1,533.33","1,733.","1,733.33","1,733.33","1,733.","1,733.","1,733.","1,733.","1,733.","2,067.","2,067.","2,067.","2,067.","2,067.","2,067.","2,067.","2,067.","2,067.","2,067.","2,066.67","2,066.67","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,300.","2,300."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Тэлмэн,"1,833.","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.","1,833.33","1,833.","1,833.33","1,833.33","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.33","1,833.33","2,133.33","2,133.33","2,400.","2,300.","2,433.33","2,433.33","2,433.33"
